NMFS_DNA_ID	BOX_ID	BOX_POSITION	SAMPLE_ID	BATCH_ID	PROJECT_NAME	GENUS	SPECIES	LENGTH	WEIGHT	SEX	AGE	REPORTED_LIFE_STAGE	PHENOTYPE	HATCHERY_MARK	TAG_NUMBER	COLLECTION_DATE	ESTIMATED_DATE	PICKER	PICK_DATE	LEFTOVER_SAMPLE	SAMPLE_COMMENTS	NMFS_DNA_ID	SPECIES_CODE	COMMON_NAME	LANDFALL_PORT	CRUISE	HAUL	SITE	STATE_M	COUNTY_M	LATITUDE_M	LONGITUDE_M	LOCATION_COMMENTS_M
R028502	R299	9C	J_061516_S2014	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	37				JUVENILE				6/15/16		BM	8/30/16			R028502	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				HMS3	California		36.6264	-121.905085	
R028503	R299	9D	J_061516_S2015	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	28				JUVENILE				6/15/16		BM	8/30/16	None		R028503	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				HMS4	California		36.6264	-121.905085	
R028504	R299	9E	J_061516_S2016	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	32				JUVENILE				6/15/16		BM	8/30/16	None		R028504	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				HMS4	California		36.6264	-121.905085	
R028505	R299	9F	J_061516_S2017	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	24				JUVENILE				6/15/16		BM	8/30/16	None		R028505	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				HMS4	California		36.6264	-121.905085	
R028506	R299	9G	J_061516_S2018	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	29				JUVENILE				6/15/16		BM	8/30/16	None		R028506	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				HMS4	California		36.6264	-121.905085	
R028507	R299	9H	J_061516_S2019	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	25				JUVENILE				6/15/16		BM	8/30/16	None		R028507	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				HMS4	California		36.6264	-121.905085	
R028508	R299	10A	J_061516_S2020	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	34				JUVENILE				6/15/16		BM	8/30/16	None		R028508	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				HMS4	California		36.6264	-121.905085	
R028509	R299	10B	J_061516_S2021	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	31				JUVENILE				6/15/16		BM	8/30/16	None		R028509	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				HMS4	California		36.6264	-121.905085	
R028510	R299	10C	J_061516_S2022	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	30				JUVENILE				6/15/16		BM	8/30/16	None		R028510	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				HMS5	California		36.6264	-121.905085	
R028511	R299	10D	J_061516_S2023	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	31				JUVENILE				6/15/16		BM	8/30/16	None		R028511	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				HMS5	California		36.6264	-121.905085	
R028512	R299	10E	J_061516_S2024	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	36				JUVENILE				6/15/16		BM	8/30/16	None		R028512	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				HMS5	California		36.6264	-121.905085	
R028513	R299	10F	J_061516_S2025	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	25				JUVENILE				6/15/16		BM	8/30/16	None		R028513	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				HMS5	California		36.6264	-121.905085	
R028514	R299	10G	J_061516_S2026	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	29				JUVENILE				6/15/16		BM	8/30/16	None		R028514	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				HMS5	California		36.6264	-121.905085	
R028515	R299	10H	J_061516_S2027	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	33				JUVENILE				6/15/16		BM	8/30/16	None		R028515	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				HMS5	California		36.6264	-121.905085	
R028516	R299	11A	J_061716_S1006	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, atrovirens, or caurinus"	31				JUVENILE				6/17/16		BM	8/30/16			R028516	KGBC	"Gopher, black and yellow, kelp, or copper rockfish"				SWC4	California		36.5549	-121.941433	
R028517	R299	11B	J_061716_S1008	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	29				JUVENILE				6/17/16		BM	8/30/16			R028517	KGB	"Gopher, black and yellow, or kelp rockfish"				SWC4	California		36.5549	-121.941433	
R028518	R299	11C	J_061716_S1009	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	31				JUVENILE				6/17/16		BM	8/30/16	None		R028518	KGB	"Gopher, black and yellow, or kelp rockfish"				SWC4	California		36.5549	-121.941433	
R028519	R299	11D	J_061716_S1010	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	29				JUVENILE				6/17/16		BM	8/30/16	None		R028519	KGB	"Gopher, black and yellow, or kelp rockfish"				SWC4	California		36.5549	-121.941433	
R028520	R299	11E	J_062716_S2011	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	36				JUVENILE				6/27/16		BM	8/30/16	None		R028520	KGB	"Gopher, black and yellow, or kelp rockfish"				HMS1	California		36.626201	-121.904885	
R028521	R299	11F	J_062716_S2016	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	37				JUVENILE				6/27/16		BM	8/30/16	None		R028521	KGB	"Gopher, black and yellow, or kelp rockfish"				HMS1	California		36.626201	-121.904885	
R028522	R299	11G	J_062716_S2017	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	34				JUVENILE				6/27/16		BM	8/30/16	None		R028522	KGB	"Gopher, black and yellow, or kelp rockfish"				HMS1	California		36.626201	-121.904885	
R028523	R299	11H	J_062716_S2020	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	35				JUVENILE				6/27/16		BM	8/30/16	None		R028523	KGB	"Gopher, black and yellow, or kelp rockfish"				HMS1	California		36.626201	-121.904885	
R028524	R299	12A	J_062716_S2021	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	37				JUVENILE				6/27/16		BM	8/30/16	None		R028524	KGB	"Gopher, black and yellow, or kelp rockfish"				HMS1	California		36.626201	-121.904885	
R028525	R299	12B	J_062716_S2022	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	31				JUVENILE				6/27/16		BM	8/30/16			R028525	KGB	"Gopher, black and yellow, or kelp rockfish"				HMS1	California		36.626201	-121.904885	
R028526	R299	12C	J_062716_S2029	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	37				JUVENILE				6/27/16		BM	8/30/16	None		R028526	KGB	"Gopher, black and yellow, or kelp rockfish"				HMS1	California		36.626201	-121.904885	
R028527	R299	12D	J_062716_S2030	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"					JUVENILE				6/27/16		BM	8/30/16	None		R028527	KGB	"Gopher, black and yellow, or kelp rockfish"				HMS1	California		36.626201	-121.904885	
R028528	R299	12E	J_062716_S2032	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	39				JUVENILE				6/27/16		BM	8/30/16	None		R028528	KGB	"Gopher, black and yellow, or kelp rockfish"				HMS2	California		36.6263	-121.904984	
R028529	R299	12F	J_062716_S2033	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	32				JUVENILE				6/27/16		BM	8/30/16	None		R028529	KGB	"Gopher, black and yellow, or kelp rockfish"				HMS2	California		36.6263	-121.904984	
R028530	R299	12G	J_062716_S2034	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	27				JUVENILE				6/27/16		BM	8/30/16	None		R028530	KGB	"Gopher, black and yellow, or kelp rockfish"				HMS2	California		36.6263	-121.904984	
R028531	R299	12H	J_062716_S2036	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	34				JUVENILE				6/27/16		BM	8/30/16	None		R028531	KGB	"Gopher, black and yellow, or kelp rockfish"				HMS2	California		36.6263	-121.904984	
R029012	R305	1A	TPT-7-20-2010-018	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	41.5				JUVENILE				7/20/10		BM	9/9/16	None		R029012	GBY	gopher or black-and-yellow rockfish									
R029013	R305	1B	TPT-7-20-2010-020	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	39				JUVENILE				7/20/10		BM	9/9/16			R029013	GBY	gopher or black-and-yellow rockfish									
R029014	R305	1C	TPT-7-20-2010-024	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	41.5				JUVENILE				7/20/10		BM	9/9/16			R029014	GBY	gopher or black-and-yellow rockfish									
R029015	R305	1D	TPT-7-20-2010-025	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	42.9				JUVENILE				7/20/10		BM	9/9/16			R029015	GBY	gopher or black-and-yellow rockfish									
R029016	R305	1E	TPT-7-20-2010-026	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	37.9				JUVENILE				7/20/10		BM	9/9/16			R029016	GBY	gopher or black-and-yellow rockfish									
R029017	R305	1F	TPT-7-20-2010-027	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	41				JUVENILE				7/20/10		BM	9/9/16			R029017	GBY	gopher or black-and-yellow rockfish									
R029018	R305	1G	TPT-7-20-2010-030	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	40.8				JUVENILE				7/20/10		BM	9/9/16			R029018	GBY	gopher or black-and-yellow rockfish									
R029019	R305	1H	TPT-7-20-2010-031	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	41.5				JUVENILE				7/20/10		BM	9/9/16			R029019	GBY	gopher or black-and-yellow rockfish									
R029020	R305	2A	TPT-7-20-2010-032	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	39				JUVENILE				7/20/10		BM	9/9/16			R029020	GBY	gopher or black-and-yellow rockfish									
R029021	R305	2B	TPT-7-20-2010-033	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	41.2				JUVENILE				7/20/10		BM	9/9/16			R029021	GBY	gopher or black-and-yellow rockfish									
R029022	R305	2C	TPT-7-20-2010-034	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	42.9				JUVENILE				7/20/10		BM	9/9/16			R029022	GBY	gopher or black-and-yellow rockfish									
R029023	R305	2D	TPT-7-20-2010-035	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	36.2				JUVENILE				7/20/10		BM	9/9/16			R029023	GBY	gopher or black-and-yellow rockfish									
R029024	R305	2E	TPT-7-20-2010-036	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	37.8				JUVENILE				7/20/10		BM	9/9/16			R029024	GBY	gopher or black-and-yellow rockfish									
R029025	R305	2F	TPT-9-21-2010-006	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	49.6				JUVENILE				9/21/10		BM	9/9/16			R029025	GBY	gopher or black-and-yellow rockfish									
R029026	R305	2G	SWC-9-29-2010-020	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	56.6				JUVENILE				9/29/10		BM	9/9/16			R029026	GBY	gopher or black-and-yellow rockfish									
R029027	R305	2H	HMS-6-27-2011-018	4732	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	34.6				JUVENILE				6/27/11		BM	9/9/16	None		R029027	GBY	gopher or black-and-yellow rockfish				HOPKINS					
R029028	R305	3A	J_061716_S1011	4144	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	31				JUVENILE				6/17/16		BM	9/9/16			R029028	GBY	gopher or black-and-yellow rockfish				SWC5			36.5549	-121.941433	
R029029	R305	3B	J_062716_S2005	4144	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	35				JUVENILE				6/27/16		BM	9/9/16			R029029	GBY	gopher or black-and-yellow rockfish				HMS1			36.626201	-121.904885	
R029030	R305	3C	J_062716_S2006	4144	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	36				JUVENILE				6/27/16		BM	9/9/16	None		R029030	GBY	gopher or black-and-yellow rockfish				HMS1			36.626201	-121.904885	
R029031	R305	3D	J_062716_S2007	4144	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	35				JUVENILE				6/27/16		BM	9/9/16	None		R029031	GBY	gopher or black-and-yellow rockfish				HMS1			36.626201	-121.904885	
R029032	R305	3E	J_062716_S2009	4144	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	37				JUVENILE				6/27/16		BM	9/9/16	None		R029032	GBY	gopher or black-and-yellow rockfish				HMS1			36.626201	-121.904885	
R029033	R305	3F	J_062716_S2010	4144	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	35				JUVENILE				6/27/16		BM	9/9/16	None		R029033	GBY	gopher or black-and-yellow rockfish				HMS1			36.626201	-121.904885	
R029034	R305	3G	J_062716_S2012	4144	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	36				JUVENILE				6/27/16		BM	9/9/16	None		R029034	GBY	gopher or black-and-yellow rockfish				HMS1			36.626201	-121.904885	
R029035	R305	3H	J_062716_S2013	4144	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	36				JUVENILE				6/27/16		BM	9/9/16	None		R029035	GBY	gopher or black-and-yellow rockfish				HMS1			36.626201	-121.904885	
R029036	R305	4A	J_062716_S2014	4144	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	35				JUVENILE				6/27/16		BM	9/9/16	None		R029036	GBY	gopher or black-and-yellow rockfish				HMS1			36.626201	-121.904885	
R029037	R305	4B	J_062716_S2015	4144	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	43				JUVENILE				6/27/16		BM	9/9/16	None		R029037	GBY	gopher or black-and-yellow rockfish				HMS1			36.626201	-121.904885	
R029038	R305	4C	J_062716_S2018	4144	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	37				JUVENILE				6/27/16		BM	9/9/16	None		R029038	GBY	gopher or black-and-yellow rockfish				HMS1			36.626201	-121.904885	
R029039	R305	4D	J_062716_S2019	4144	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	38				JUVENILE				6/27/16		BM	9/9/16	None		R029039	GBY	gopher or black-and-yellow rockfish				HMS1			36.626201	-121.904885	
R029040	R305	4E	J_062716_S2023	4144	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	36				JUVENILE				6/27/16		BM	9/9/16	None		R029040	GBY	gopher or black-and-yellow rockfish				HMS1			36.626201	-121.904885	
R029041	R305	4F	J_062716_S2024	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	35				JUVENILE				6/27/16		BM	9/9/16	None		R029041	KGB	"gopher, black-and-yellow, or kelp rockfish"				HMS1			36.626201	-121.904885	
R029042	R305	4G	J_062716_S2025	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	33				JUVENILE				6/27/16		BM	9/9/16	None		R029042	KGB	"gopher, black-and-yellow, or kelp rockfish"				HMS1			36.626201	-121.904885	
R029043	R305	4H	J_062716_S2026	4144	NSF Rockfish Dispersal Project	Sebastes	"carnatus, chrysomelas, or atrovirens"	27				JUVENILE				6/27/16		BM	9/9/16	None		R029043	KGB	"gopher, black-and-yellow, or kelp rockfish"				HMS1			36.626201	-121.904885	
R029044	R305	5A	J_062716_S2027	4144	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	35				JUVENILE				6/27/16		BM	9/9/16	None		R029044	GBY	gopher or black-and-yellow rockfish				HMS1			36.626201	-121.904885	
R029045	R305	5B	J_062716_S2028	4144	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	34				JUVENILE				6/27/16		BM	9/9/16	None		R029045	GBY	gopher or black-and-yellow rockfish				HMS1			36.626201	-121.904885	
R029046	R305	5C	J_062716_S2035	4144	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	34				JUVENILE				6/27/16		BM	9/9/16	None		R029046	GBY	gopher or black-and-yellow rockfish				HMS2			36.6263	-121.904984	
R029047	R305	5D	J_062716_S2037	4144	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	30				JUVENILE				6/27/16		BM	9/9/16			R029047	GBY	gopher or black-and-yellow rockfish				HMS2			36.6263	-121.904984	
R029048	R305	5E	J_062716_S2038	4144	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	39				JUVENILE				6/27/16		BM	9/9/16	None		R029048	GBY	gopher or black-and-yellow rockfish				HMS2			36.6263	-121.904984	
R029049	R305	5F	J_062716_S2039	4144	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	34				JUVENILE				6/27/16		BM	9/9/16	None		R029049	GBY	gopher or black-and-yellow rockfish				HMS2			36.6263	-121.904984	
R029050	R305	5G	J_062716_S2040	4144	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	38				JUVENILE				6/27/16		BM	9/9/16	None		R029050	GBY	gopher or black-and-yellow rockfish				HMS2			36.6263	-121.904984	
R029051	R305	5H	J_062716_S2041	4144	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	32				JUVENILE				6/27/16		BM	9/9/16	None		R029051	GBY	gopher or black-and-yellow rockfish				HMS2			36.6263	-121.904984	
R029052	R305	6A	J_062716_S2042	4144	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	33				JUVENILE				6/27/16		BM	9/9/16	None		R029052	GBY	gopher or black-and-yellow rockfish				HMS2			36.6263	-121.904984	
R029053	R305	6B	J_062716_S2043	4144	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	39				JUVENILE				6/27/16		BM	9/9/16	None		R029053	GBY	gopher or black-and-yellow rockfish				HMS2			36.6263	-121.904984	
R029054	R305	6C	J_062716_S2055	4144	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	37				JUVENILE				6/27/16		BM	9/9/16	None		R029054	GBY	gopher or black-and-yellow rockfish				HMS4			36.626483	-121.905351	
R029055	R305	6D	J_062716_S2056	4144	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	36				JUVENILE				6/27/16		BM	9/9/16	None		R029055	GBY	gopher or black-and-yellow rockfish				HMS4			36.626483	-121.905351	
R029056	R305	6E	J_062716_S2058	4144	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	40				JUVENILE				6/27/16		BM	9/9/16	None		R029056	GBY	gopher or black-and-yellow rockfish				HMS4			36.626483	-121.905351	
R029057	R305	6F	J_062716_S2064	4144	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	35				JUVENILE				6/27/16		BM	9/9/16	None		R029057	GBY	gopher or black-and-yellow rockfish				HMS4			36.626483	-121.905351	
R029058	R305	6G	J_062716_S2070	4144	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	34				JUVENILE				6/27/16		BM	9/9/16	None		R029058	GBY	gopher or black-and-yellow rockfish				HMS4			36.626483	-121.905351	
R029059	R305	6H	J_062716_S2073	4144	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	37				JUVENILE				6/27/16		BM	9/9/16	None		R029059	GBY	gopher or black-and-yellow rockfish				HMS4			36.626483	-121.905351	
R029060	R305	7A	J_062716_S2082	4144	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	36				JUVENILE				6/27/16		BM	9/9/16	None		R029060	GBY	gopher or black-and-yellow rockfish				HMS5			36.626683	-121.905516	
R029061	R305	7B	J_062716_S2086	4144	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	38				JUVENILE				6/27/16		BM	9/9/16	None		R029061	GBY	gopher or black-and-yellow rockfish				HMS5			36.626683	-121.905516	
R029062	R305	7C	J_062716_S2088	4144	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	36				JUVENILE				6/27/16		BM	9/9/16	None		R029062	GBY	gopher or black-and-yellow rockfish				HMS5			36.626683	-121.905516	
R029063	R305	7D	J_062716_S2089	4144	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	36				JUVENILE				6/27/16		BM	9/9/16	None		R029063	GBY	gopher or black-and-yellow rockfish				HMS5			36.626683	-121.905516	
R029064	R305	7E	J_062716_S1002	4144	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	36				JUVENILE				6/27/16		BM	9/9/16	None		R029064	GBY	gopher or black-and-yellow rockfish				SWC1			36.5549	-121.941433	
R029065	R305	7F	J_062716_S1003	4144	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	36				JUVENILE				6/27/16		BM	9/9/16	None		R029065	GBY	gopher or black-and-yellow rockfish				SWC1			36.5549	-121.941433	
R029066	R305	7G	J_062716_S1004	4144	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	35				JUVENILE				6/27/16		BM	9/9/16	None		R029066	GBY	gopher or black-and-yellow rockfish				SWC1			36.5549	-121.941433	
R029067	R305	7H	J_062716_S1005	4144	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	36				JUVENILE				6/27/16		BM	9/9/16	None		R029067	GBY	gopher or black-and-yellow rockfish				SWC1			36.5549	-121.941433	
R029068	R305	8A	J_062716_S1006	4144	NSF Rockfish Dispersal Project	Sebastes	carnatus or chrysomelas	37				JUVENILE				6/27/16		BM	9/9/16	None		R029068	GBY	gopher or black-and-yellow rockfish				SWC1			36.5549	-121.941433	
